tconst,ordering,nconst,category,job,characters,title,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Rookies,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Rookies,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Rookies,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Rookies,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Rookies,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Rookies,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Rookies,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Rookies,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Rookies,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Rookies,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Shadow of Malevolence,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Shadow of Malevolence,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Shadow of Malevolence,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Shadow of Malevolence,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Shadow of Malevolence,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Shadow of Malevolence,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Shadow of Malevolence,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Shadow of Malevolence,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Shadow of Malevolence,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Shadow of Malevolence,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Duel of the Droids,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Duel of the Droids,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Duel of the Droids,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Duel of the Droids,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Duel of the Droids,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Duel of the Droids,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Duel of the Droids,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Duel of the Droids,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Duel of the Droids,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Duel of the Droids,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Lair of Grievous,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Lair of Grievous,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Lair of Grievous,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Lair of Grievous,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Lair of Grievous,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Lair of Grievous,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Lair of Grievous,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Lair of Grievous,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Lair of Grievous,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Lair of Grievous,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Dooku Captured,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Dooku Captured,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Dooku Captured,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Dooku Captured,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Dooku Captured,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Dooku Captured,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Dooku Captured,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Dooku Captured,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Dooku Captured,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Dooku Captured,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Bombad Jedi,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Bombad Jedi,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Bombad Jedi,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Bombad Jedi,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Bombad Jedi,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Bombad Jedi,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Bombad Jedi,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Bombad Jedi,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Bombad Jedi,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Bombad Jedi,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Cloak of Darkness,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Cloak of Darkness,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Cloak of Darkness,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Cloak of Darkness,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Cloak of Darkness,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Cloak of Darkness,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Cloak of Darkness,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Cloak of Darkness,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Cloak of Darkness,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Cloak of Darkness,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Defenders of Peace,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Defenders of Peace,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Defenders of Peace,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Defenders of Peace,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Defenders of Peace,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Defenders of Peace,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Defenders of Peace,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Defenders of Peace,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Defenders of Peace,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Defenders of Peace,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Jedi Crash,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Jedi Crash,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Jedi Crash,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Jedi Crash,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Jedi Crash,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Jedi Crash,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Jedi Crash,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Jedi Crash,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Jedi Crash,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Jedi Crash,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",The Gungan General,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",The Gungan General,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",The Gungan General,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",The Gungan General,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,The Gungan General,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",The Gungan General,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",The Gungan General,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",The Gungan General,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",The Gungan General,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",The Gungan General,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Trespass,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Trespass,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Trespass,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Trespass,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Trespass,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Trespass,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Trespass,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Trespass,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Trespass,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Trespass,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Blue Shadow Virus,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Blue Shadow Virus,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Blue Shadow Virus,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Blue Shadow Virus,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Blue Shadow Virus,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Blue Shadow Virus,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",Blue Shadow Virus,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",Blue Shadow Virus,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",Blue Shadow Virus,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",Blue Shadow Virus,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",The Hidden Enemy,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",The Hidden Enemy,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",The Hidden Enemy,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",The Hidden Enemy,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,The Hidden Enemy,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",The Hidden Enemy,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",The Hidden Enemy,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",The Hidden Enemy,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",The Hidden Enemy,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",The Hidden Enemy,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",Hostage Crisis,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",Hostage Crisis,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",Hostage Crisis,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",Hostage Crisis,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,Hostage Crisis,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",Hostage Crisis,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
